,id,name,album_name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,year,genre,popularity,total_artist_followers,avg_artist_popularity,artist_ids,niche_genres
69243,7j4EDJ26JHOSv7jpi4j5AX,Broke Bitch Dreams,Second Hand Smoke,"[""ShooterGang Kony""]",0.8260000000000001,0.526,5,-10.379,0,0.306,0.593,0.0,0.0748,0.446,98.067,176327,"One time, one time, one time
(I like it) ayy-ayy
Little ass bitch, to a bitch too bogus
Bitch too bogus, on my mama, she know me
We passin' (ayy, ayy)

Ayy, bitch (bitch), my dough come first
Ain't I the worst? You can get it in the church
Had to shoot a nigga to continue spittin' verse
They like, ""Kony, don't shoot"", I got 30 round burst

Uh, I bob and weave and
Whip got a tuck just to throw my yeek in (bitch)
I'm with geekin', that give me a reason
If a nigga actin' cutthroat, it's gon' start bleedin'

Red Mob, we the fuckin' mob, oh my fuckin' God
Another nigga step on these kicks, he gettin' fuckin' robbed
Pimp hoes, what a job, I should have a blog
Niggas thinkin' all I do is rap 'til I show the rod

Ice walk all on my neck
Ain't got a Patek unless I steal one from Nef
I shoot at the ref 'cause any nigga knows best
When we stumble in this bitch
You better all break your necks on the set, nigga

Hoe, you better come correct, nigga
'Cause I ain't into writin' checks, these is fees I collect, nigga
Got her runnin' out of breath, nigga
New Kony costs ten, nothin' more, nothin' less, nigga

I get cream, I get cheese (cheese)
What I don't need is a broke bitch dreams
I get cream (cream), I get cheese (cheese)
What I don't need is a broke bitch dreams

We got all slugs when we walk up in the club
Suckers hatin', but they still showin' love, okay?
I ride around with our tint on Blood
Way you throw that ass on me, I have Stunna throw you dub, okay?

I get dough 27 ways (27 ways)
You can put it on God, still have you on the blade (bitch)
No, I'm not a pimp, I just run plays
Why the fuck would we fight?
Blood, the county is the only place I run fades

Gu-gun blaze, hit him out of bounds if he run faith
Kony always geekin' when the G stands for One Gang
Upgrade, have the hooker jumpin' hurdles
If her baby daddy tweakin', I'ma throw him Ninja Turtles

My feng shui get me far, you'll see one day
Never been a snitch, I can guarantee my son ain't (son ain't)
I ain't never fold, I can guarantee my gun ain't (bitch)
You was goin' to school, I was chillin' where the sun ain't, ayy

Hoe, you better come correct, nigga
'Cause I ain't into writin' checks, these is fees I collect, nigga
Got her runnin' out of breath, nigga
New Kony costs ten, nothin' more, nothin' less, nigga

I get cream, I get cheese (ayy, ayy)
What I don't need is a broke bitch dreams
I get cream, I get cheese (ayy, uh)
What I don't need is a broke bitch dreams

(I like it...)",2019,Hip-Hop,47,145921,51.0,"[""0dT2U2jUx6OmKlyeQOH8AK""]","[""hyphy""]"
8080,6tJQoO8UuVeCce7YfOzOjG,A 'Yo Kato,Grand Champ,"[""DMX"", ""Magic"", ""Val""]",0.713,0.8300000000000001,1,-4.129,1,0.294,0.0261,0.0,0.0698,0.8300000000000001,87.762,226733,"Uh
This go out to my dog Kato
Rest in piece, baby
He's the kingpin
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
Started off, two dogs with the same goals (uh)
Nothing but two dogs walkin' the same road (uh)
Two different cultures, but had the same heart (yeah)
Enjoyed seeing the light, but lived in the dark
Fifth album, bumped heads in the parking lot (aight)
Was a quiet brother, didn't like to bark a lot
Came direct (uh), when he came, gained respect
So I gave respect, (uh) we shared the same respect
To name regret, in our own circles (what)
Two brothers with good hearts, but if you start
Two brothers that'll hurt you (yeah)
Know how that dirt do, hittin' four corners
(Arf, arf, arf, arf) right back up on us
God tried to warn us, but sometimes we don't see
When I first heard I'm like ""This can't be
Y'all niggas is buggin'
Got the wrong information or something
Please tell me these niggas is frontin'""
God, no
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
A'yo K', let me kick it with you for a minute
There was things left unsaid, dog, we wasn't finished
Never got to say thank you for being a friend
Dogs for life, and you rode to the end
Held dog down, didn't let a day go by
Every time dog came the the Chi' (what)
I was good, trips out to Phoenix, with the scrambler squad
Now I come back to Phoenix and like, damn, it's hard
To accept the fact, that you won't be coming back
But I hope you coming back, 'cause I won't accept the fact
When you came to New York, you had to come to the crib
And vice-versa, (yeah), that's just how we did
Remote control cars, (what), we would race all day
It was adventure, we would chase all day (yeah)
So I'm not gonna say goodbye my nigga
Instead I would rather
Focus on the time we spent together, that's what matters
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
I need you to save me a spot, next to you and the Lord (aight)
I don't know when I'm coming, but keep checking the door (aight)
But while I'm here, knock on wood
I'll make sure that your kids remember who their father was
And Val is good, (aight) understood how real niggas move
We don't talk, but ya gonna always have family in New York
Believe that (yeah), where you at, you can see that
We dogs for life and to death and I mean that
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
Dogs that I call my friends
Prayin' for all my friends
Things I do for my friends
We miss you, a'yo Kato
Yo, Where The Hood At is banging right now, man
That was your favourite joint, ya'mean?
(We miss you, Kato)
It's going just like we thought it would, baby
(We miss you, Kato)
Aight
(We miss you, Kato)
I'll always love you K'",2003,Hip-Hop,38,5975409,43.66666666666666,"[""1HwM5zlC5qNWhJtM00yXzG"", ""6z6gmIKKTBiWB65ICOXdF6"", ""5NnRLKGKTucyRqRLjPvEFA""]","[""east coast hip hop"", ""hardcore hip hop"", ""old school hip hop""]"
6259,7lIknnQZTwWds17MoZCoJi,450 Pound Woman,Wake Up And Live!,"[""Floyd Dixon""]",0.635,0.654,0,-4.888,1,0.0767,0.767,0.00676,0.174,0.877,70.468,139467,"450 pound woman
Woah you found and eat
450 pound woman
God, you found and eat
I like the see those big keeps
And you go through the key
450 pound woman
I took you from outer
450 pound woman
I took you from outer
Don't what about waiter
I like a lot people, but freed
450 pound woman
Don't you eat, get you food
450 pound woman
Don't you even, get you food
Could we go now to the pastor?
And you make the end to poor",1996,Blues,35,7861,32.0,"[""5UCUtfCh50agObTTt2ma1M""]","[""blues"", ""boogie"", ""boogie-woogie"", ""classic blues"", ""swing music""]"
220518,5w0VUEJkROEEcuq3g8xrkw,I Was Made For Lovin' You,KISSWORLD - The Best Of KISS,"[""KISS""]",0.724,0.863,9,-5.674,1,0.0509,0.0499,0.000108,0.097,0.899,128.473,241282,"Mmm, yeah!

Tonight, I want to give it all to you
In the darkness, there's so much I want to do
And tonight, I want to lay it at your feet
'Cause girl, I was made for you
And girl, you were made for me

I was made for lovin' you, baby
You were made for lovin' me
And I can't get enough of you, baby
Can you get enough of me?

Tonight, I want to see it in your eyes
Feel the magic, there's something that drives me wild
And tonight, we're gonna make it all come true
'Cause girl, you were made for me
And girl, I was made for you

I was made for lovin' you, baby
You were made for lovin' me
And I can't get enough of you, baby
Can you get enough of me?

I was made for lovin' you, baby
You were made for lovin' me
And I can give it all to you, baby
Can you give it all to me?

Oh, can't get enough
I can't get enough
I can't get enough

I was made for lovin' you, baby
You were made for lovin' me
And I can't get enough of you, baby
Can you get enough of me?

Oh, I was made
You were made
I can't get enough
No, I can't get enough

I was made for lovin' you, baby
You were made for lovin' me
And I can't get enough of you, baby
Can you get enough of me?",2017,Rock,43,11208153,74.0,"[""07XSN3sPlIlB2L2XNcTwJw""]","[""classic rock"", ""glam metal"", ""glam rock"", ""hard rock"", ""rock""]"
419571,40fD7ct05FvQHLdQTgJelG,Splish Splash,Bobby Darin,"[""Bobby Darin""]",0.645,0.943,0,-1.526,1,0.0393,0.385,0.0,0.37,0.965,147.768,131720,"Splish, splash, I was takin' a bath
Long about a Saturday night, yeah
A rub dub, just relaxin' in the tub
Thinkin' everythin' was alright

Well, I stepped out the tub
I put my feet on the floor
I wrapped the towel around me and I
Opened the door

And then a-splish, splash
I jumped back in the bath
Well, how was I to know
There was a party goin' on?

There was a-splishin' and a-splashin'
Reelin' with the feelin'
Movin' and a-groovin'
Rockin' and a-rollin', yeah, yeah

Bing, bang, I saw the whole gang
Dancin' on my living room rug, yeah
Flip, flop, they was doin' the bop
All the teens had the dancin' but

There was lollipop with a Peggy Sue
Good golly, Miss Molly was-a even there, too
A- well-a, splish, splash, I forgot about the bath
I went and put my dancin' shoes on, yeah

I was a-rollin' and a-strollin'
Reelin' with the feelin'
Movin' and a-groovin'
Splishin' and a-splashin', yeah

Yes, I was a-splishin' and a-splashin'
I was a-rollin' and a-strollin'
Yeah, I was a-movin' and a-groovin'
We was a-reelin' with the feelin'
We was a-rollin' and a-strollin'
Movin' with the groovin'
Splish, splash, yeah

Splishin' and a-splashin'
One time I was splishin' and a-splashin'
Ooh, I was movin' and a-groovin'
Yeah, I was splishin' and a-splashin'",1958,Jazz,59,628792,63.0,"[""0EodhzA6yW1bIdD5B4tcmJ""]","[""adult standards"", ""big band"", ""doo-wop"", ""swing music""]"
480033,23PTFxhy19oWVioUZg1Vfr,Thrill Me - Original Version by Junior Jack,Thrill Me,"[""Junior Jack""]",0.64,0.98,2,-9.05,1,0.0842,0.000996,0.888,0.341,0.123,124.966,392000,"Such a thrill
Such a thrill
[Repeat]",2002,Electronic,32,66665,50.0,"[""583EYzsIVCz1HsEKZbuJ1k""]","[""disco house"", ""french house"", ""funky house"", ""tech house""]"
219423,4ZSWROYQK0lkkE8SZeEPwl,I Wanna Dance With Somebody (Who Loves Me) (Glee Cast Version),Glee Love Songs,"[""Glee Cast""]",0.653,0.811,11,-5.433,1,0.0319,0.000612,2.9e-05,0.135,0.659,128.023,242187,"I wanna dance

Clock strikes upon the hour
And the sun begins to fade
Still enough time to figure out
How to chase my blues away
I've done alright up to now
It's the light of day that shows me how
And when the night falls, my lonely heart calls

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

I've been in love and lost my senses
Spinning through the town
Sooner or later the fever ends
And I wind up feeling down
I need a woman who'll take a chance
On a love that burns hot enough to last
So when the night falls
My lonely heart calls

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Oh, I wanna dance with somebody
I wanna feel the heat (with somebody)
Yeah, wanna dance with somebody
With somebody who loves me

Somebody who, somebody who
Somebody who loves me, yeah
Somebody who, somebody who
To hold me in her arms, oh
I need a woman who'll take a chance
On a love that burns hot enough to last
So when the night falls
My lonely heart calls

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Oh, I wanna dance with somebody
I wanna feel the heat with somebody
Yeah, I wanna dance with somebody
With somebody who loves me

Ooh, ooh-oh (dance), come on, baby (dance)
Woo, yeah (dance), now get with this

Don't wanna dance with me, baby
Don't wanna dance with me, girl
Hey, don't you wanna dance with me, baby
With somebody who loves me

Don't wanna dance? Say you wanna dance
Don't wanna dance? (Dance)
Don't wanna dance? Say you wanna dance
Don't wanna dance? (Dance)
Don't wanna dance? Say you wanna dance
Uh-huh (dance)
With somebody who loves me",2021,Pop,43,1536235,72.0,"[""0SCbttzoZTnLFebDYmAWCm""]","[""christmas""]"
376382,1lVBd93gbyrICq6cehD43P,Rock And Roll Records,Okie,"[""J.J. Cale""]",0.8310000000000001,0.355,0,-14.784,0,0.0547,0.843,0.185,0.102,0.88,129.101,126667,"I make rock and roll records
I sell 'em for a dime
I make my living and feed my children
All in good time

The blues they go for a quarter
Guaranteed to satisfy
It's a real funky deal
Don't let it pass you by

If your evening sun don't shine, my friend
Tell you what I'm gonna do, I'm gonna hammer out this rhythm
'Til I get right next to you

I make rock and roll records
I sell 'em for a dime
I make my living and feed my children
All in good time",1974,Blues,35,850910,62.0,"[""06nsZ3qSOYZ2hPVIMcr1IN""]","[""blues"", ""blues rock"", ""roots rock""]"
153857,7sdG8n2Q9s8tCM8Wc2Vg1a,Flames - Pink Panda Remix,Flames,"[""David Guetta"", ""Sia"", ""Pink Panda""]",0.802,0.845,5,-5.509,0,0.0596,0.0343,0.0186,0.335,0.8280000000000001,123.995,228387,"One foot in front of the other babe
One breath leads to another yeah
Just keep moving, oh
Look within for the strength today
Listen out for the voice to say
Just keep moving

Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this

So my love, keep on running
You gotta get through today
There my love, keep on running
Gotta keep those tears at bay, oh
Oh, my love, don't stop burning
Gonna send them up in flames
In flames

Don't stop, tomorrow's another day
Don't stop, tomorrow you'll feel no pain
Just keep moving, oh
Don't stop the past'll trip you up
You know, right now's gotta be enough
Just keep moving

Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this

So my love, keep on running
You gotta get through today
There my love, keep on running
Gotta keep those tears at bay, oh
Oh, my love, don't stop burning
Gonna send them up in flames
In flames

In flames
In flames

Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, but don't stop moving

Go, go, go
Figure it out, figure it out, but don't stop moving
Go, go, go
Figure it out, figure it out, you can do this

So my love, keep on running
You gotta get through today
Then my love, keep on running
Gotta keep those tears at bay, oh
Oh, my love, don't stop burning
Gonna send them up in flames",2018,Electronic,36,58166229,73.33333333333333,"[""1Cs0zKBU1kc0i8ypK3B9ai"", ""5WUlDfRSoLAfcVSX1WnrxN"", ""4DBNGKCWVHaxuDNBAgTiJH""]","[""edm""]"
412454,6iGhFkNd3SnrCSDozPEXy0,Somebody Loves You Baby (You Know Who It Is),Burnin',"[""Patti LaBelle""]",0.626,0.637,4,-8.492,0,0.0367,0.5710000000000001,2.15e-06,0.46,0.472,129.676,292933,"Somebody loves you baby, oh, oh, oh
Somebody loves you baby, whoo, hoo
Somebody loves you baby, oh, oh oh
Somebody loves you baby
You know who it is

It happened so suddenly
I woke up one morning with you on my mind
No matter what I did
Couldn't stop thinking about you
Want an instant replay of yesterday, hey

Somebody loves you baby
Oh, oh, oh, Somebody loves you baby
You know who it is
(Somebody loves you baby)
I said, I said, I think about you boy
(Oh, oh, oh, somebody loves you baby)
I think you know who it is

I'm under your spell
I don't want to break free
You can make a slave out of me
I worship you and nobody else
I pledge my love to you forever (forever, forever)

Somebody loves you baby
(Somebody, Somebody, Somebody)
Ooh ooh ooh
Somebody loves you baby
You know I do
Somebody loves you baby
(Somebody)
Ooh ooh ooh
Somebody loves you baby
(Somebody, Somebody, Somebody)
Somebody loves you

It's me baby
It's me baby
(Somebody loves you baby, you)
No one can love you, like I do
(Somebody loves you baby)
Ho, oh, ah, I, ah, I, ah I
(Somebody loves you baby)

I need you right now
Baby don't say no
Cause you look like you ready to get it on
Whatever you give me
I give it to you back
All the love you'll ever need I'll give it to you

Somebody loves you baby
Ooh ooh ooh
Somebody loves you baby
(I love you, I love you)
Somebody loves you baby
(I said somebody it's me)
Somebody loves you baby
Ooh ooh ooh
I said it's me, baby
It's me!",1991,R&B,45,1116845,54.0,"[""0ty0xha1dbprYIUAQufkFn""]","[""classic soul"", ""philly soul"", ""quiet storm""]"
164249,6oaidYwGQkwbBbInVjfzAM,Funky Shit,The Fat of the Land,"[""The Prodigy""]",0.704,0.99,4,-5.208,1,0.0812,0.157,0.802,0.629,0.252,125.011,316427,"Oh my God, that's the funky shit!

Oh my God, that's the funky shit!

Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey!

Oh my God, that's the funky shit!

Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!

Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!

Oh my God, that's the funky shit!

Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!
Hey! Hey! Hey! Hey!",1997,Electronic,51,2876917,67.0,"[""4k1ELeJKT1ISyDv8JivPpB""]","[""big beat"", ""breakbeat"", ""hardcore techno""]"
63930,2PJtID9J7J2IU5XYUiadNh,Boomerang,THE POWER OF MUSIC – The 4th Album ‘THE WAR’ Repackage,"[""EXO""]",0.8,0.776,0,-3.009,1,0.0334,0.202,0.0,0.0929,0.791,110.026,180386,"Hey hey hey

온 듯해 계속 외면한 순간이
무뎌져 버린 너와 나 (Hey hey hey)
맘이 텅 빈 것처럼 어디 멀리
사라지고 싶은 날

날 웃게 했던 너의 모습들을
정리하며 난 집을 나서 맘은 좀 허전해도
It's all good, alright, no lie
미련 없이 너를 돌아서

떠나려 해도 Turn back
멀리 날 던져 봐도 결국 Boomerang
또 Turn back
약속한 듯이 되돌아와 버린 Boomerang
어느새 난 다시 제자린 걸 (Hey hey hey)
더 높이 더 멀리 날아 보려 해도
네게 Turn back

Tik tak boom
Gotta make a move
Hey hey hey

모든 걸 너에게 맞춘 듯한
시간을 이제 벗어나 (Hey hey hey)
널 떠난 내 모습 다짐해도
되돌아 떠밀려 와

눈앞에 펼친 파노라마같이
익숙한 풍경 속에서 널 난 마주 보고 있어
It's all good, alright, no lie
계속 되뇌이던 모든 게

거짓말처럼 Turn back
멀리 날 던져 봐도 결국 Boomerang
또 Turn back
약속한 듯이 되돌아와 버린 Boomerang
어느새 난 다시 제자린 걸 (Hey hey hey)
더 높이 더 멀리 날아 보려 해도
네게 Turn back

Tik tak boom
Gotta make a move

분명히 봐 둬 네가 없이
완벽히 자유로울 나
No need to look back
돌아볼 시간 따위 없어
Baby bye bye

외쳐보지만 Turn back
멀리 날 던져 봐도 결국 Boomerang
또 Turn back
약속한 듯이 되돌아와 버린 Boomerang
널 놓기엔 아직 사랑인 걸 (Hey hey hey)
더 높이 더 멀리 날아 보려 해도

다시 Turn back
멀리 날 던져 봐도 결국 Boomerang
또 Turn back
약속한 듯이 되돌아와 버린 Boomerang
어느새 난 다시 제자린 걸 (Back again)
더 높이 더 멀리 날아 보려 해도",2017,Pop,39,10259251,70.0,"[""3cjEqqelV9zb4BYE3qDQ4O""]","[""k-pop""]"
280816,1tpTV7D5TwPBKgb2JaciMm,Love Is Gone - Alok Remix,Love Is Gone - Alok Remix,"[""Alok"", ""SLANDER"", ""Dylan Matthew""]",0.626,0.787,6,-6.102,1,0.0461,0.0554,1.51e-05,0.0995,0.386,129.972,137125,"Don't go tonight
 Stay here one more time
 Remind me what it's like
 And let's fall in love one more time
 I need you now, just stick around
 I'm sorry, don't leave me, I want you here with me
 I know that your love is gone
 I can't breathe, I'm so weak, I know this isn't easy
 Don't tell me that your love is gone
 That your love is gone
 (That your love is gone)
 (That your love is gone)
 (That your love is gone)
 It tears me up when you turn me down
 I'm begging please, just stick around
 I'm sorry, don't leave me, I want you here with me
 I know that your love is gone
 I can't breathe, I'm so weak, I know this isn't easy
 Don't tell me that your love is gone
 That your love is gone
 I'm sorry, don't leave me, I want you here with me
 I know that your love is gone
 
 Don't go tonight
 Stay here one more time
 Remind me what it's like
 And let's fall in love one more time
 I need you now, just stick around
 I'm sorry, don't leave me, I want you here with me
 I know that your love is gone
 I can't breathe, I'm so weak, I know this isn't easy
 Don't tell me that your love is gone
 That your love is gone
 (That your love is gone)
 (That your love is gone)
 (That your love is gone)
 It tears me up when you turn me down
 I'm begging please, just stick around
 I'm sorry, don't leave me, I want you here with me
 I know that your love is gone
 I can't breathe, I'm so weak, I know this isn't easy
 Don't tell me that your love is gone
 That your love is gone
 I'm sorry, don't leave me, I want you here with me
 I know that your love is gone",2021,Electronic,43,11994733,67.66666666666667,"[""0NGAZxHanS9e0iNHpR8f2W"", ""20DZAfCuP1TKZl5KcY7z3Q"", ""6d0ZjIp5L7Ygy2l02HskRX""]","[""brazilian bass"", ""dubstep"", ""edm"", ""electro house"", ""electronic"", ""future bass"", ""melodic bass"", ""slap house""]"
158653,5sbw4ElXcAwiQmMP6EEQlT,Forever Yours,FACE - The 1st Album,"[""KEY"", ""SOYOU""]",0.663,0.801,0,-4.255,0,0.0405,0.258,0.0,0.0518,0.682,107.905,207645,"좀 더 깊이 빠질 땐
밤이 유난히 짧긴 해
한 생각만 가득 찬
풍선처럼 떠 다녀 난
요즘 그래 터질 듯
자꾸 널 생각 하거든
(갑자기 생각 나거든)
허공에 붕 뜬 내 하루

이런 기분이 싫지 않아
더 길을 잃어 먼 곳까지 가고 싶은 밤
너라는 세상만 이어지니까 oh 난
너에게 빠져

내 맘 forever yours
Forever yours
Forever yours
내 맘 forever yours
Forever yours
Forever yours

내 모든 낮과 밤을
전부 가져 가
꽉 쥐어 줄 때 놓치지 마

Forever yours (oh, forever)
Forever yours (oh, forever)
Forever yours
내 맘 forever yours

살짝 괸 턱, 뚱 한 표정
넌 모든 게 무심 한 듯 해
좋고 싫은 게 확실한 게
선명해 좋아 너의 색

(더 짙게 색 칠해)
엔진이 달라 우린 남들이
가 보지도 않은 곳들이
기다릴 때 더 달리지
매일 새로운 너를 만나
더 헤매이다 쓰러져도 좋을 것 같아
널 닮은 우주가 쏟아지니까
Oh 난 믿을 수 없어

내 맘 forever yours
Forever yours
Forever yours

내 맘 forever yours
Forever yours
Forever yours

멈출 수 없어 네 안에선
널 닮은 빛이 가득해 난 ah
더 멀리 떠나듯 네게 빠져들어
지금 네 방의 커튼
말 없이 열어 둬

Yeah, yeah, yeah
내게로 열어 둬 always
Yeah, yeah, yeah

내 맘 forever yours
Forever yours
Forever yours

내 맘 forever yours
Forever yours
Forever yours

내 모든 낮과 밤을
전부 가져 가
꽉 쥐어 줄 때 놓치지 마

Forever yours (oh, forever)
Forever yours (oh, forever)
Forever yours
내 맘 forever yours",2018,Pop,32,1131027,53.0,"[""6XXKPxRX2WWPPtfodzpc2v"", ""3b4kLCI0ZJW47TFsNRqgCb""]","[""k-ballad"", ""k-pop""]"
424654,2BG0KgG8XPPijzrfOmGpzd,Stiletto,52nd Street,"[""Billy Joel""]",0.616,0.526,5,-15.762,1,0.0688,0.0222,0.0507,0.0541,0.455,96.108,281973,"She cuts you once, she cuts you twice
But still you believe
The wound is so fresh
You can taste the blood
But you don't have strength to leave
You've been bought, you've been sold
You've been locked outside the door
But you stand there pleading
With your insides bleeding
'Cause you deep down want some more
When she says she wants forgiveness
It's such a clever masquerade
She's so good with her stiletto
You don't even see the blade
You don't even see the blade
She cuts you hard, she cuts you deep
She's got so much skill
She's so fascinating
That you're still there waiting
When she comes back for the kill
You've been slashed in the face
You've been left there to bleed
You want to run away
But you know you're gonna stay
'Cause she gives you what you need
Then she says she needs affection
While she searches for the vein
She's so good with her stiletto
You don't really mind the pain
You don't mind the pain, oh
She cuts you out, she cuts you down
She carves up your life
But you won't do nothing
As she keeps on cutting
'Cause you know you love the knife
You've been bought, you've been sold
You've been locked outside the door
But you stand there pleading
With your insides bleeding
'Cause you deep down want some more
Then she says she needs affection
While she searches for the vein
She's so good with her stiletto
You don't really mind the pain
You don't mind the pain",1978,Rock,45,7572420,80.0,"[""6zFYqv1mOsgBRQbae3JJ9e""]","[""soft rock""]"
